datetime,value
2020-05-01 01:36:50,24.2199993133545
2020-05-01 06:04:51,24.3199996948242
2020-05-01 10:03:49,24.4200000762939
2020-05-01 12:41:55,24.2800006866455
2020-05-01 16:25:53,24.1800003051758
2020-05-01 17:06:45,24.0799999237061
2020-05-01 17:34:36,24.1800003051758
2020-05-01 17:39:36,24.2999992370605
2020-05-01 18:16:37,24.1800003051758
2020-05-01 18:43:38,24.2800006866455
2020-05-01 18:48:38,24.1800003051758
2020-05-01 19:32:40,24.2800006866455
2020-05-01 20:37:43,24.3999996185303
2020-05-01 21:13:54,24.5
2020-05-01 22:37:57,24.3999996185303
2020-05-01 23:10:09,24.2999992370605
2020-05-02 02:45:17,24.1800003051758
2020-05-02 04:41:41,24.0799999237061
2020-05-02 04:59:42,23.9799995422363
2020-05-02 07:17:17,23.8799991607666
2020-05-02 07:39:18,23.7600002288818
2020-05-02 08:05:19,23.6599998474121
2020-05-02 08:27:19,23.5599994659424
2020-05-02 10:29:15,23.6599998474121
2020-05-02 10:33:15,23.7600002288818
2020-05-02 11:11:16,23.6599998474121
2020-05-02 11:34:17,23.5400009155273
2020-05-02 11:35:47,23.4400005340576
2020-05-02 11:59:48,23.5400009155273
2020-05-02 12:06:48,23.4400005340576
2020-05-02 12:22:49,23.3199996948242
2020-05-02 13:04:30,23.4200000762939
2020-05-02 13:14:31,23.5200004577637
2020-05-02 13:39:32,23.4200000762939
2020-05-02 13:51:32,23.5200004577637
2020-05-02 13:59:32,23.6200008392334
2020-05-02 14:08:33,23.7600002288818
2020-05-02 14:16:33,23.8600006103516
2020-05-02 14:28:04,23.9799995422363
2020-05-02 16:01:57,23.8799991607666
2020-05-02 16:20:58,23.7600002288818
2020-05-02 16:46:59,23.8600006103516
2020-05-02 16:53:59,23.9799995422363
2020-05-02 16:59:49,24.1000003814697
2020-05-02 17:05:49,24.2000007629395
2020-05-02 17:09:19,24.3199996948242
2020-05-02 17:21:20,24.2000007629395
2020-05-02 17:23:20,24.1000003814697
2020-05-02 17:25:30,24.0
2020-05-02 17:26:50,23.8999996185303
2020-05-02 17:28:50,23.7600002288818
2020-05-02 17:30:30,23.6599998474121
2020-05-02 17:32:30,23.5
2020-05-02 17:34:30,23.3600006103516
2020-05-02 17:36:30,23.2600002288818
2020-05-02 17:47:31,23.1599998474121
2020-05-02 17:53:51,23.0599994659424
2020-05-02 17:56:51,22.9599990844727
2020-05-02 18:05:52,23.0599994659424
2020-05-02 18:11:52,23.1599998474121
2020-05-02 18:17:42,23.2800006866455
2020-05-02 18:35:43,23.4200000762939
2020-05-02 18:56:03,23.5200004577637
2020-05-02 19:12:04,23.6200008392334
2020-05-02 21:42:20,23.5200004577637
2020-05-03 05:22:08,23.4200000762939
2020-05-03 06:54:01,23.3199996948242
2020-05-03 07:09:31,23.4200000762939
2020-05-03 07:11:01,23.5200004577637
2020-05-03 07:20:02,23.4200000762939
2020-05-03 07:26:02,23.3199996948242
2020-05-03 07:35:32,23.2199993133545
2020-05-03 08:00:33,23.1000003814697
2020-05-03 08:08:54,22.9799995422363
2020-05-03 08:18:54,23.1000003814697
2020-05-03 08:24:54,23.2000007629395
2020-05-03 08:36:25,23.3199996948242
2020-05-03 08:51:25,23.4200000762939
2020-05-03 09:18:46,23.5200004577637
2020-05-03 09:38:47,23.6200008392334
2020-05-03 10:01:48,23.5200004577637
2020-05-03 10:23:49,23.4200000762939
2020-05-03 10:51:50,23.5200004577637
2020-05-03 11:12:51,23.6200008392334
2020-05-03 11:43:22,23.7399997711182
2020-05-03 12:53:25,23.6399993896484
2020-05-03 13:39:16,23.7399997711182
2020-05-03 14:50:19,23.8400001525879
2020-05-03 15:01:20,23.9599990844727
2020-05-03 15:13:20,24.0599994659424
2020-05-03 15:26:21,24.1599998474121
2020-05-03 15:47:21,24.2600002288818
2020-05-03 19:04:19,24.1599998474121
2020-05-03 19:36:20,24.0599994659424
2020-05-03 20:11:22,24.1599998474121
2020-05-03 21:16:24,24.0599994659424
2020-05-04 04:27:21,23.9599990844727
2020-05-04 05:18:53,23.8400001525879
2020-05-04 07:30:58,23.9400005340576
2020-05-04 10:24:55,24.0400009155273
2020-05-04 10:40:45,24.1599998474121
2020-05-04 10:58:46,24.2600002288818
2020-05-04 11:11:16,24.3600006103516
2020-05-04 11:24:07,24.4799995422363
2020-05-04 12:15:59,24.3799991607666
2020-05-04 14:14:53,24.4799995422363
2020-05-04 14:39:54,24.5799999237061
2020-05-04 14:58:55,24.4799995422363
2020-05-04 15:32:56,24.5799999237061
2020-05-04 15:50:57,24.4799995422363
2020-05-04 16:03:58,24.3799991607666
2020-05-04 16:39:09,24.2600002288818
2020-05-04 16:55:10,24.3600006103516
2020-05-04 17:05:10,24.4799995422363
2020-05-04 17:12:00,24.5799999237061
2020-05-04 17:22:01,24.6800003051758
2020-05-04 17:46:31,24.7800006866455
2020-05-04 17:52:02,24.8999996185303
2020-05-04 18:12:02,24.7999992370605
2020-05-04 19:04:44,24.6800003051758
2020-05-04 19:39:46,24.5799999237061
2020-05-04 21:22:40,24.6800003051758
2020-05-04 21:49:41,24.5799999237061
2020-05-04 23:05:14,24.4799995422363
2020-05-05 01:12:19,24.3799991607666
2020-05-05 01:56:01,24.2600002288818
2020-05-05 03:35:04,24.1599998474121
2020-05-05 05:03:58,24.2600002288818
2020-05-05 07:04:03,24.1599998474121
2020-05-05 07:22:03,24.0599994659424
2020-05-05 07:48:04,23.9599990844727
2020-05-05 08:05:05,24.0599994659424
2020-05-05 11:37:03,23.9599990844727
2020-05-05 11:51:04,23.8400001525879
2020-05-05 12:06:05,23.7399997711182
2020-05-05 13:07:47,23.8400001525879
2020-05-05 14:47:21,23.9400005340576
2020-05-05 15:09:22,24.0400009155273
2020-05-05 16:16:44,23.9400005340576
2020-05-05 16:27:35,23.8400001525879
2020-05-05 16:43:35,23.7399997711182
2020-05-05 16:53:46,23.6399993896484
2020-05-05 17:55:48,23.7399997711182
2020-05-05 18:13:49,23.6399993896484
2020-05-05 18:30:50,23.5200004577637
2020-05-05 18:49:30,23.4200000762939
2020-05-05 20:26:34,23.5200004577637
2020-05-05 20:46:35,23.6399993896484
2020-05-05 21:18:36,23.5200004577637
2020-05-05 23:44:31,23.6200008392334
2020-05-06 06:42:08,23.5200004577637
