datetime,value
2020-05-01 00:40:57,560.960021972656
2020-05-01 00:59:58,549.760009765625
2020-05-01 01:04:58,560.0
2020-05-01 01:20:59,546.880004882812
2020-05-01 01:35:59,532.799987792969
2020-05-01 01:38:59,544.960021972656
2020-05-01 01:42:59,558.719970703125
2020-05-01 01:49:00,547.840026855469
2020-05-01 02:05:00,558.719970703125
2020-05-01 02:14:01,546.880004882812
2020-05-01 02:16:01,536.0
2020-05-01 02:24:01,546.880004882812
2020-05-01 02:43:52,561.919982910156
2020-05-01 02:45:52,572.799987792969
2020-05-01 02:49:52,555.840026855469
2020-05-01 02:52:53,539.840026855469
2020-05-01 02:58:53,550.719970703125
2020-05-01 03:02:53,561.919982910156
2020-05-01 03:08:53,573.760009765625
2020-05-01 03:35:54,560.960021972656
2020-05-01 04:00:55,549.760009765625
2020-05-01 04:33:56,560.960021972656
2020-05-01 04:50:57,576.0
2020-05-01 04:58:57,586.880004882812
2020-05-01 05:02:57,600.0
2020-05-01 05:35:58,576.960021972656
2020-05-01 05:38:59,565.760009765625
2020-05-01 05:43:59,576.960021972656
2020-05-01 05:47:59,588.799987792969
2020-05-01 05:49:59,600.960021972656
2020-05-01 05:50:59,611.840026855469
2020-05-01 06:05:00,624.960021972656
2020-05-01 06:08:00,635.840026855469
2020-05-01 06:23:00,624.960021972656
2020-05-01 06:29:00,643.840026855469
2020-05-01 06:35:01,630.719970703125
2020-05-01 06:38:01,612.799987792969
2020-05-01 06:39:01,600.960021972656
2020-05-01 06:41:01,588.799987792969
2020-05-01 06:55:01,576.0
2020-05-01 07:00:02,589.760009765625
2020-05-01 07:33:03,576.960021972656
2020-05-01 07:39:03,593.919982910156
2020-05-01 07:40:03,611.840026855469
2020-05-01 07:41:53,629.760009765625
2020-05-01 07:42:53,653.760009765625
2020-05-01 07:43:53,674.559997558594
2020-05-01 07:44:43,699.52001953125
2020-05-01 07:46:43,712.960021972656
2020-05-01 07:51:44,685.440002441406
2020-05-01 07:52:44,669.440002441406
2020-05-01 07:53:44,657.919982910156
2020-05-01 07:59:44,634.880004882812
2020-05-01 08:08:44,645.760009765625
2020-05-01 08:14:44,630.719970703125
2020-05-01 08:21:45,650.880004882812
2020-05-01 08:22:45,661.760009765625
2020-05-01 08:27:45,673.919982910156
2020-05-01 08:29:45,663.679992675781
2020-05-01 08:32:45,648.0
2020-05-01 08:33:45,626.880004882812
2020-05-01 08:34:45,616.0
