datetime,2020-05_lgh1_CO2_livingroom,2020-05_lgh1_light_livingroom,2020-05_lgh1_rh_livingroom,2020-05_lgh1_temp_livingroom,2020-05_lgh1_temp_outdoor,occupancy
2020-05-02 04:00:00,547.8399963378905,,,,7.42000007629395,
2020-05-02 04:30:00,547.3600158691405,,,24.0299997329712,,
2020-05-02 05:00:00,552.0,,,,7.92000007629395,
2020-05-02 05:30:00,601.856005859375,84.69333394368486,34.0,,,
2020-05-02 06:00:00,596.2666829427084,92.95764743580531,33.0,,8.4399995803833,
2020-05-02 06:30:00,645.1599884033203,125.92727244984009,33.833333333333336,,8.96000003814697,
2020-05-02 07:00:00,636.586669921875,123.14857101440428,33.5,23.8799991607666,,
2020-05-02 07:30:00,577.8399963378905,159.7566661834717,31.933333333333334,23.7600002288818,9.47999954223633,
2020-05-02 08:00:00,564.6933254665798,152.81931015540815,32.0,23.60999965667725,,
2020-05-02 08:30:00,535.0399902343748,147.1353830190806,,,9.739999771118164,
2020-05-02 09:00:00,592.5333455403646,137.7077778710259,32.333333333333336,,10.170000076293933,
2020-05-02 09:30:00,623.8399963378905,155.80521625021237,,,10.5100002288818,
2020-05-02 10:00:00,619.840026855469,139.21230609600363,31.666666666666668,23.6599998474121,11.0200004577637,
2020-05-02 10:30:00,638.8800048828125,149.02588070140175,32.63636363636363,23.7600002288818,11.5299997329712,
2020-05-02 11:00:00,573.1733296712238,140.68266550699872,31.0,23.6599998474121,12.039999961853,
2020-05-02 11:30:00,524.5333302815753,173.29684046695115,30.5,23.5066674550374,12.54400005340578,
2020-05-02 12:00:00,506.32000732421875,160.12631506668896,30.5,23.3800001144409,12.546666781107602,
2020-05-02 12:30:00,518.0800018310545,273.11783620473506,,,13.3000001907349,
2020-05-02 13:00:00,554.763633034446,372.859483963404,30.0,23.4700002670288,13.718333482742343,
2020-05-02 13:30:00,519.3066711425782,435.74399642944337,30.5,23.52000045776367,14.1500001907349,
2020-05-02 14:00:00,468.3200073242185,485.3625818067981,29.0,23.86666679382323,14.612222247653555,0.0
2020-05-02 14:30:00,449.920013427734,99.68666712443023,,,13.3000001907349,
2020-05-02 15:00:00,,84.02000045776364,30.0,,,
2020-05-02 15:30:00,543.5306660970051,60.5,37.45454545454545,,12.5500001907349,1.0
2020-05-02 16:00:00,650.720001220703,29.0,35.5,23.8199996948242,12.039999961853,
2020-05-02 16:30:00,673.9199951171876,14.0,38.54545454545455,23.9800001780192,,
2020-05-02 17:00:00,579.8399997287326,0.0,36.214285714285715,24.068571635654997,11.5299997329712,
2020-05-02 17:30:00,484.80000305175747,,33.833333333333336,23.27999986921039,10.76500034332275,
2020-05-02 18:00:00,541.3028608049664,,,23.166666666666668,10.0,
2020-05-02 18:30:00,610.8800048828125,,,23.4700002670288,,
2020-05-02 19:00:00,645.760009765625,,,23.6200008392334,,
2020-05-02 19:30:00,634.880004882812,,,,9.47999954223633,
2020-05-02 20:00:00,,,,,,
2020-05-02 20:30:00,680.4072765003551,,35.0,,,
2020-05-02 21:00:00,641.0239990234376,,34.0,,8.96000003814697,
2020-05-02 21:30:00,614.1866658528644,,,23.5200004577637,,
2020-05-02 22:00:00,590.719970703125,,,,,1.0
2020-05-02 22:30:00,573.2266642252604,,,,,
2020-05-02 23:00:00,560.5599975585935,,,,,
2020-05-02 23:30:00,559.8399963378905,,34.666666666666664,,8.4399995803833,1.0
2020-05-03 00:00:00,564.799987792969,,,,,
2020-05-03 00:30:00,562.8800048828124,,34.4,,7.92000007629395,
2020-05-03 01:00:00,560.6400146484375,,34.6,,,
2020-05-03 01:30:00,577.9200134277345,,,,,
2020-05-03 02:00:00,,,,,,
2020-05-03 02:30:00,563.8399963378905,,,,,0.0
2020-05-03 03:00:00,574.826680501302,,,,,1.0
2020-05-03 03:30:00,576.8533528645834,,,,,
2020-05-03 04:00:00,576.960021972656,,,,,
2020-05-03 04:30:00,569.4933268229166,,,,8.699999809265137,
2020-05-03 05:00:00,559.3599853515625,,,23.4200000762939,9.47999954223633,
2020-05-03 05:30:00,554.8800048828124,,34.0,,10.0,
2020-05-03 06:00:00,587.3600006103516,50.666666666666664,,,10.76500034332275,
2020-05-03 06:30:00,614.8266601562497,,32.09090909090909,23.3199996948242,11.5299997329712,
2020-05-03 07:00:00,600.4266628689234,,31.5,23.420000076293924,12.039999961853,
2020-05-03 07:30:00,502.5066782633464,120.34666442871101,,23.2199993133545,12.5500001907349,0.0
2020-05-03 08:00:00,530.047998046875,155.93333244323733,29.0,23.0950002670288,13.0500001907349,1.0
2020-05-03 08:30:00,586.8799845377604,122.81599884033203,29.0,23.36999988555905,,
2020-05-03 09:00:00,597.279998779297,188.89777882893884,29.5,23.5200004577637,13.8000001907349,
2020-05-03 09:30:00,592.960021972656,136.71249866485599,29.666666666666668,23.6200008392334,13.0500001907349,
2020-05-03 10:00:00,613.2266642252604,65.34000015258788,,23.4700002670288,11.02000007629394,
2020-05-03 10:30:00,620.799987792969,130.14750003814703,32.0,23.5200004577637,9.47999954223633,
2020-05-03 11:00:00,658.0000152587891,182.73714229038794,34.333333333333336,23.6200008392334,10.765000104904175,
2020-05-03 11:30:00,657.8133341471354,169.9140726725261,,23.7399997711182,11.869999885559068,
2020-05-03 12:00:00,,114.9136822349147,33.333333333333336,,11.7849998474121,
2020-05-03 12:30:00,628.799987792969,38.0,,23.6399993896484,11.020000139872232,
2020-05-03 13:00:00,617.919982910156,133.60363561456856,31.666666666666668,,11.0200004577637,
2020-05-03 13:30:00,612.1599934895834,70.08615347055284,,23.7399997711182,11.5299997329712,
2020-05-03 14:00:00,624.5333251953126,21.0,33.5,,9.734999974568684,
2020-05-03 14:30:00,,43.285714285714285,34.5,23.8400001525879,,
2020-05-03 15:00:00,578.1600036621093,60.25,,24.0599994659424,8.96000003814697,
2020-05-03 15:30:00,557.546671549479,67.25,,24.2600002288818,9.47999954223633,
2020-05-03 16:00:00,582.719970703125,39.0,35.5,,,
2020-05-03 16:30:00,574.6399993896482,19.0,35.0,,,
2020-05-03 17:00:00,583.4239990234375,0.0,35.333333333333336,,,
2020-05-03 17:30:00,563.0720092773436,,34.57142857142857,,,
2020-05-03 18:00:00,558.4800033569336,,34.5,,,
2020-05-03 18:30:00,535.4240112304688,,,,,
2020-05-03 19:00:00,588.3600006103516,,35.5,24.1599998474121,8.699999809265137,
2020-05-03 19:30:00,643.733337402344,,,24.0599994659424,,
2020-05-03 20:00:00,635.1200103759763,,34.0,24.1599998474121,,
2020-05-03 20:30:00,594.5066630045573,,35.0,,7.42000007629395,
2020-05-03 21:00:00,583.3599853515625,,36.0,24.0599994659424,,
2020-05-03 21:30:00,577.919982910156,,35.4,,,0.0
2020-05-03 22:00:00,560.7999877929685,,,,,1.0
2020-05-03 22:30:00,560.3199768066405,,,,,
2020-05-03 23:00:00,,,34.4,,6.42000007629395,
2020-05-03 23:30:00,555.3599853515625,,,,5.92000007629395,1.0
2020-05-04 00:00:00,568.3200073242188,,,,,
2020-05-04 00:30:00,557.546651204427,,,,5.40999984741211,
2020-05-04 01:00:00,,,,,,
2020-05-04 01:30:00,564.799987792969,,33.333333333333336,,4.38000003496806,
2020-05-04 02:00:00,575.8399963378905,,,,,
2020-05-04 02:30:00,575.3599853515625,,,,4.38000011444092,0.0
2020-05-04 03:00:00,591.1466674804686,,33.5,,4.90000009536743,1.0
